CATEGORÍA,CÓDIGO,DESCRIPCIÓN,STOCK,PRECIO DÓLARES,GARANTÍA,MARCA,PROMOCIÓN,DETALLE PROMOCIÓN
"audio, auricular c/mic gm",mmhste8170n,"auriculares gaming teros te-8170n estéreo 7.1, micrófono, conector usb, negro, luces ",11,19.9,D,teros,,R6327: PROMO (5+1) POR LA COMPRA DE HEADSET TEROS TE-8170N
"audio, auricular c/mic gm",mmhste8171n,"auriculares gaming teros te-8171n, estéreo, micrófono, luces rgb[@@@]los auriculares ",20,10.55,D,teros,,R6278: COMPRA (3) POR LA COMPRA HEADSET TEROS TE-8171N
"audio, parlante inalamb",mmspte6032n,"parlante teros te-6032n, bluetooth, 5 w, 400 mah,negro[@@@]el parlante inalámbrico te",15,5.53,D,teros,$4.50,R6482: Detalle de #PROMOCIONR6482
"audio, parlante inalamb",mmspte6033n,"parlante/audífono teros te-6033n, bluetooth, 5 w,1200 mah, negro[@@@]el dispositivo t",9,15.08,D,teros,$11.50,R6436: Detalle de #PROMOCIONR6436
"audio, parlante inalamb",mmspte6042n,"parlante teros te-6042n, bluetooth, 20 w (2 x 10 w), 3000 mah, negro[@@@]el parlante ",20,18.08,D,teros,$15.90,R6437: Detalle de #PROMOCIONR6437
"audio, parlante inalamb",mmspte6044n,"parlante teros te-6044n, bluetooth, 5 w, 1500 mah, negro[@@@]el parlante inalámbrico ",3,15.58,D,teros,$11.00,R6439: Detalle de #PROMOCIONR6439
"audio, parlante inalamb",mmspte6045g,"parlante teros te-6045g, color verde militar camuflado, 60 w[@@@]disfruta de un sonid",13,42.21,D,teros,,
"audio, parlante inalamb",mmspte6045n,"parlante teros te-6045n, color negro, 60 w[@@@]potencia tu música con el parlante blu",13,42.21,D,teros,,
"audio, parlante inalamb",mmspte6046n,"parlante teros te-6046n, color negro, 40 w[@@@]disfruta de un sonido potente con el p",8,26.13,D,teros,,
"audio, parlante usb",snbrdgs560usbbk,"barra de sonido (soundbar 2.0) redragon gs560, retroiluminacion led rgb, interfaz usb",1,41.71,C,redragon,,
"camara, webcam",mmte9072,"webcam teros te-9072, 2k, micrófono incorporado, usb 2.0[@@@]trabaja con casi todas l",17,13.67,D,teros,,
cases micro atx,csm25bkte1034s,"case teros te-1034s, mini tower atx, 250 w, usb 3.0 / 2.0, audio hd, negro[@@@]presen",20,19.1,D,teros,,R7723: GRATIS(MOUSE STD USB TE1227 GN) POR LA COMPRA DE CASE MICRO ATX TE1034 250W BK
cases micro atx,csm25bkte1035s,"case teros te-1035s, mini tower atx, 250 w, usb 3.0 / 2.0, audio hd, negro[@@@]presen",3,19.1,D,teros,,R6819: GRATIS(MOUSE STD USB TE1220) POR LA COMPRA DE CASE STD MICRO ATX 250W TE1035
cases micro atx,css25bkte1039s,"case teros te-1039s, slim, 250 w, usb 3.0 / usb 2.0, audio hd, dvd, negro[@@@]present",20,27.14,D,teros,,R6740: GRATIS(MOUSE STD USB TE1221 PK) POR LA COMPRA DE CASE STD SLIM TE1039 250W BK
cases sin fuente p/gamers,csa00bkte1312g,"case gamer teros te-1312g, mid tower, usb 3.0 / usb 2.0, audio, ventilador argb, negr",20,45.23,D,teros,,R7669: GRATIS(mouse+mouse pad) POR LA COMPRA DE CASE ATX TE1312 BLACK; R6284: PROMOCION 4+1 POR LA COMPRA DE CASE ATX TE1312 BLACK
cases sin fuente p/gamers,csa00whte1311g,"case gamer teros te-1311g, mid tower, usb 3.0 / usb 2.0, audio, ventilador argb, blan",20,46.23,D,teros,,R7671: GRATIS(mouse+mouse pad) POR LA COMPRA DE CASE ATX TE1311 WHITE; R6777: GRATIS(HEADSET TE8033WP) POR LA COMPRA DE CASE ATX TE1311 WHITE; R6283: PROMOCION 4+1 POR LA COMPRA DE CASE ATX TE1311 WHITE
cases sin fuente p/gamers,csm00bkte1314g,"case gamer teros te-1314g, mid tower, usb 3.0 / usb 2.0, audio, ventilador argb, negr",4,57.29,D,teros,,R6742: GRATIS (TECLADO +MOUSE STD) POR LA COMPRA DE CASE GM MICRO ATX TE1314
cases sin fuente p/gamers,csm00whte1316g,"case gamer teros te-1316g, mid tower, usb 3.0 / usb 2.0, audio, ventilador argb, blan",12,58.29,D,teros,,R6743: GRATIS (TECLADO +MOUSE STD) POR LA COMPRA DE CASE GM MICRO ATX TE1316 WHITE
cases sin fuente p/gamers,csmspano100rpzn,"case msi mag mag pano 100r pz, mini-itx, micro-atx, atx, mid tower[@@@]puertos: 2 x u",2,101.4,F,msi,,
cases sin fuente p/gamers,csmspano100rpzw,"case msi mag pano 100r pz white, mini-itx, micro-atx, atx, mid tower[@@@]puertos: 2 x",2,107.03,F,msi,,
cases sin fuente p/gamers,csmspano120rpz,case msi mag pano 120r pz[@@@]motherboard - factor de forma soportados: atx / micro-a,4,204.92,F,msi,,
cases sin fuente p/gamers,csmspanoa100lpw,"case msi mag pano 100l pz white, mid tower[@@@]puertos: 2 x usb 3.2 gen 1 type-a / 1 ",3,86.33,F,msi,,
"cases, accesorios",accte7051n,cable divisor argb teros te-7051n[@@@]el cable divisor argb teros te-7051n es una sol,7,0.6,D,teros,,
"cases, fuente para",psua25bkte1315s,"fuente de alimentación teros te-1315s, formato atx, 250w, 115v / 230v[@@@]la fuente d",20,9.95,D,teros,,R7031: GRATIS(MOUSE STD USBTE1222 BK)POR LA COMPRA DE PSU STD ATX 250W TE1315 BK
"cases, fuente para gaming",psmsmaga650bn,"fuente de alimentación msi mag a650bn, 650w, 80 plus bronze certified, formato atx.[@",2,48.74,P,msi,,
"cases, fuente para gaming",te7175wgold,"fuente de alimentación teros te-7175, atx, 750w, 80 plus gold, 100v-240vac, certifica",20,50.25,D,teros,,R6763: GRATIS(KB MS TEROS TE-4061N) POR LA COMPRA DE (2) FUENTE TE7175 750W 80 P GOLD; R6827: PROMOCION (10+1) POR LA COMPRA DE FUENTE TE7175 750W 80 P GOLD
comercial laser,prephpmfp2602s,"impresora hp laserjet tank mfp 2602sdw, 22ppm, 600x1200dpi, lan, wi-fi, usb.[@@@]desc",2,333.66,W,hp comercial,$294.00,R7538: Detalle de #PROMOCIONR7538
comercial laser multi,prephp137fnw,"impresora hp láser mfp137fnw multifuncional monocromática, imprime/escanea/copia/wi-f",2,178.89,W,hp comercial,,
comercial laser multi,prhp4203dw,"impresora hp color laserjet pro 4203dw, imprime/wi-fi/wi-fi direct/ethernet/bt/usb[@@",2,476.37,W,hp comercial,$426.00,R7281: Detalle de #PROMOCIONR7281
comercial tanque tinta mu,prepwfc5810,"multifuncional de tinta epson workforce pro wf-c5810, imprime/escanea/copia/fax/lan/w",2,399.99,W,epson,,R6836: EPSON WF-C5810 + TINTA T11B NEGRA GRATIS
comercial tanque tinta mu,prepwfc5899,"impresora multifuncional epson wf-m5899, imprime / escanea / copia / fax / lan / wifi",2,767.82,W,epson,,
comercial ticketera,preptmt20iii,"impresora termica epson tm-t20iii, velocidad de impresión 250 mm/seg, interfaz usb.[@",5,149.64,P,epson,,
comercial ticketera,preptmt20iiil,"impresora termica de recibos epson tm-t20iiil, interfaz: usb+serial (rs-232)[@@@]impr",2,132.66,W,epson,,R7385: Compra 10 Impresoras Epson TM-T20IIIL y llevate 1 gratis !  Pprorrateado desde $118.2+igv
consumo tanque tinta,prepl1250-n,"impresora de tinta epson ecotank l1250, imprime /inalambrica / usb de alta velocidad[",20,126.63,Y,epson,,R7102: Compra 08 Impresoras Epson L1250 y llevate 01 gratis! P. Prorrateado desde $ 112.00+ igv
consumo tanque tinta mult,prepl14150,"multifuncional de tinta epson ecotank l14150, imprime/escanea/copia/fax/wi-fi/usb/eth",3,527.63,W,epson,,
consumo tanque tinta mult,prepl3210,"multifuncional de tinta epson ecotank l3210, imprime / escanea / copia / usb[@@@]velo",1,152.26,W,epson,,R7104: Compra 06 Munltifunc Epson L3210 y llevate 01 gratis! P. Prorrateado desde $ 129.86+ igv
consumo tanque tinta mult,prepl3210-n,"multifuncional de tinta epson ecotank l3210, imprime / escanea / copia / usb[@@@]velo",20,152.26,W,epson,,R7103: Compra 06 Munltifunc Epson L3210 y llevate 01 gratis! P. Prorrateado desde $ 129.86+ igv
consumo tanque tinta mult,prepl3250,"multifuncional de tinta epson l3250, usb de alta velocidad (compatible con usb 2.0)[@",20,173.76,W,epson,,R7106: Compra 05 Multifunc Epson L3250 y llevate 01 gratis! P. Prorrateado desde $ 144.09+ igv
consumo tanque tinta mult,prepl3250-n,"multifuncional de tinta epson l3250, usb de alta velocidad (compatible con usb 2.0)[@",20,173.76,W,epson,,R7731: Gratis(mouseTEROS) Compra 5Multifunc Epson L3250 y llevate1gratis! P.Prorrateado desde $144.09+ igv
consumo tanque tinta mult,prepl4260-n,multifuncional de tinta epson ecotank l4260 imprime / escanea / copia / usb / inalamb,20,205.52,W,epson,,R7732: GRATIS(MOUSE TEROS)Compra 8MultifuncEpson L4260 y llevate1 gratis! P. Prorrateado desde $180.44+ igv
consumo tanque tinta mult,prepl5590-n,"impresora multifuncional epson ecotank l5590, imprime/escanea/copia/fax/usb/lan/wi-fi",20,229.04,Y,epson,,R7110: Compra 10 Multifunc Epson L5590 y llevate 01 gratis! P. Prorrateado desde $ 206.73+ igv
consumo tanque tinta mult,prepl62701,"impresora multifuncional epson ecotank l6270, imprime/escanea/copia/lan/wi-fi[@@@]pan",15,317.08,W,epson,,
consumo tanque tinta mult,prepl8180,"multifuncional de tinta epson ecotank l8180, imprime/escanea/copia, lan/wi-fi/usb 2.0",1,773.85,W,epson,,
consumo tanque tinta mult,prepm2170-n,"multifuncional de tinta epson ecotank et-m2170, imprime/escanea/copia, usb/lan/wifi.[",0,271.35,W,epson,,
consumo tanque tinta mult,prepwfcm3170-n,"multifuncional de tinta epson ecotank et-m3170, imprime/escanea/copia/fax, usb/lan/wi",1,294.47,W,epson,,
consumo tanque tinta mult,prhp1f3y2a,"impresora all-in-one de tinta hp smart tank 580, imprime, escanea, copia/wi-fi/bt/usb",14,150.75,W,hp consumo,$127.00,R6883: Detalle de #PROMOCIONR6883
consumo tanque tinta mult,prhpsmart750,"multifuncional de tinta hp smart tank 750, impresión/escaneo/copia/wi-fi/bluetooth le",1,285.42,W,hp consumo,,R6897: SUPER PROMO HP Smart Tank 750 Compra 2+1 MOCHILA TEROS
consumo tanque tinta mult,prhpsmart790,"mltifuncional de tinta hp smart tank 790, imprime/escanea/copia/fax/wi-fi/usb/etherne",2,313.06,Y,hp consumo,,R6904: SUPER PROMO HP Smart Tank 790 Compra 2+1 MOCHILA TEROS
consumo tanque tinta mult,prhpsmrtank720,"multifuncional de tinta hp smart tank 720, impresión/escaneo/copia/wi-fi/bluetooth le",4,208.04,W,hp consumo,,R6890: SUPER PROMO HP Smart Tank 720 Compra 2+1 MOCHILA TEROS
consumo tanque tinta mult,prhpst585,"multifuncional de tinta hp smart tank 585, impresión/escaneo/copia/wi-fi/bluetooth le",20,150.75,Y,hp consumo,,
cooler liquido cpu 120,accpute8163n,"cooler para procesador teros te-8163n, intel y amd, tdp 155w máx, 12 cm, líquida[@@@]",1,31.05,D,teros,,R6771: GRATIS(MOUSE PAD+MOUSE STD USBTE1222) POR LA COMPRA DE UN COOLER PARA CPU TE-8163N LIQU
cooler liquido cpu 240,accpute8164n,"cooler para procesador teros te-8164n, intel y amd, tdp 265w máx, 24 cm, líquida[@@@]",4,45.12,D,teros,,R6774: GRATIS(MOUSE PAD+MOUSE STD USBTE1222 ) POR LA COMPRA DE COOLER PARA CPU TE-8164N LIQU; R6453: PROMO LOCURA!! A TAN SOLO $41.9+IGV POR LA COMPRA DE (3UN) COOLER PARA CPU TE-8164N LIQU
cooler liquido cpu 240,acmscorlqa1324w,refrigeracion líquida msi mag coreliquid a13 240 white / cantidad de ventiladores: 2[,6,57.49,F,msi,,
cooler liquido cpu 240,acmscorlqe240w,"refrigeracion líquida msi mag coreliquid e240 / cantidad de ventiladores: 2, color bl",1,91.96,F,msi,,
cpu amd ryzen 5 sam4 5xxx,cpam4r55500,"procesador amd ryzen 5 5500, 3.60 / 4.20 ghz, 16mb l3 cache, 6-cores, am4, 7nm, 65w.[",5,71.36,P,amd-advanced micro device,,
cpu amd ryzen 5 sam4 5xxx,cpam4r55600gt,"procesador amd ryzen 5 5600gt, 3.60 / 4.60 ghz, 16mb l3, 6 core, am4, 7nm, 65w.[@@@]i",20,126.53,P,amd-advanced micro device,,
cpu amd ryzen 5 sam5 7xxx,cpam5r57600x,"procesador amd ryzen 5 7600x 4.7/5.3ghz, 32mb l3,6-core, am5, 5nm, 105w.[@@@]integra ",1,211.95,P,amd-advanced micro device,,
cpu amd ryzen 5 sam5 8xxx,cpam5r58500g,"procesador amd ryzen 5 8500g 3.50 / 5.00 ghz, 16mb l3 cache, 6-cores, 4nm, tdp: 65w[@",1,138.34,P,amd-advanced micro device,$127.65,R7639: Detalle de #PROMOCIONR7639
cpu amd ryzen 7 sam4 5xxx,cpam4r75700x,"procesador amd ryzen 7 5700x, 3.40 / 4.60ghz, 32mb l3 cache, 8-core, am4, 7nm, 65w.[@",2,169.54,P,amd-advanced micro device,$158.70,R7635: Detalle de #PROMOCIONR7635
cpu amd ryzen 7 sam5 8xxx,cpam5r78700g,"procesador amd ryzen 7 8700g 4.20 / 5.10 ghz, 16mb l3 cache, 8-cores, 5nm, tdp: 65w[@",4,265.82,P,amd-advanced micro device,$244.50,R7637: Detalle de #PROMOCIONR7637
cpu ci3 10xxx s1200,cpili310105,"procesador intel core i3-10105, 3.70 / 4.40 ghz, 6 mb caché l3, lga1200, 65w, 14 nm.[",20,86.93,W,intel corp,,
cpu ci3 12xxx s1700,cpili312100f,"procesador intel core i3-12100f, 3.30/4.30ghz, 12mb smartcaché, lga1700, intel 7(10nm",1,75.88,W,intel corp,,
cpu ci5 12xxx s1700,cpili512400f,"procesador intel core i5-12400f, 2.50/4.40ghz, 18mb caché l3, lga1700, 117w, intel 7(",20,109.44,W,intel corp,,
cpu ci5 12xxx s1700,cpili512600k,"procesador intel core i5-12600k 3.70 / 4.90ghz, 20mb caché l3, lga1700, 125w, 10 nm.[",4,187.83,W,intel corp,,
cpu ci5 12xxx s1700,cpili512600kf,"procesador intel core i5-12600kf 3.70 / 4.90ghz, 20mb caché l3, lga1700, 125w, 10 nm.",1,162.31,W,intel corp,,
cpu ci5 14xxx s1700,cpili514400,"procesador intel core i5-14400 2.50/4.70ghz, 20 mb intel smart caché, lga1700, 65w/14",10,162.76,W,intel corp,,
cpu ci5 14xxx s1700,cpili514600k,"procesador intel core i5-14600k 3.50/5.30ghz, 24 mb intel smart caché, lga1700, 125w/",0,222.61,W,intel corp,,
cpu ci5 14xxx s1700,cpili514600kf,"procesador intel core i5-14600kf 3.50/5.30ghz, 24mb intel smart caché, lga1700, 125w/",3,211.55,W,intel corp,,
cpu ci7 12xxx s1700,cpili712700,"procesador intel core i7-12700 2.10/4.90ghz, 25mbsmartcaché, lga1700, 65w, intel 7(10",7,282.91,W,intel corp,,
cpu ci7 12xxx s1700,cpili712700f,"procesador intel core i7-12700f, 2.10 / 4.90ghz, 25mb smartcaché, lga1700, intel 7(10",5,247.13,W,intel corp,,
cpu ci7 13xxx s1700,cpili713700f,"procesador intel core i7-13700f 2.10/5.20ghz 30mbsmartcaché lga1700, 65w, intel 7(10n",1,300.5,W,intel corp,,
cpu ci7 14xxx s1700,cpili714700k,"procesador intel core i7-14700k 3.40/5.60ghz, 33 mb intel smart caché, lga1700, 125w/",2,350.75,W,intel corp,,
cpu ci9 12xxx s1700,cpili912900k,"procesador intel core i9-12900k 3.20 / 5.10ghz, 30mb caché l3, lga1700, 125w, 10 nm.[",1,387.93,W,intel corp,,
cpu cu5 2xx s1851,cpilu5245k,"procesador intel core ultra 5 245k 4.20/5.20ghz, 24 mb intel smart caché, lga1851[@@@",4,313.56,W,intel corp,,
cpu cu5 2xx s1851,cpilu5245kf,"procesador intel core ultra 5 245kf 4.20/5.20ghz,24 mb intel smart caché, lga1851[@@@",5,296.37,P,intel corp,,
disco duro 3.5 sata,hdist1000dm014,"disco duro seagate barracuda st1000dm014, 1tb, sata 6.0 gbps, 7200rpm, 256mb cache, 3",6,52.76,D,seagate,$45.50,R6687: Detalle de #PROMOCIONR6687
disco duro 3.5 sata,hdist6000dm003,"disco duro seagate barracuda st6000dm003, 6tb, sata 6.0 gb/s, 5400 rpm, 3.5.[@@@]",1,147.23,F,seagate,$137.50,R6690: Detalle de #PROMOCIONR6690
disco duro 3.5 sata,hdist8000ve001,"disco duro seagate skyhawk ai surveillance, 8tb, sata 6gbps, 256mb cache, 3.5.[@@@]",2,239.69,Y,seagate,$177.50,R6691: Detalle de #PROMOCIONR6691
disco duro 3.5 sata,hditon300p16tb,"disco duro toshiba n300, 16tb nas, sata 6.0gb/s, 7200rpm, 512mb cache, 3.5.[@@@]",2,296.98,S,toshiba - storage,,
disco duro 3.5 sata,hditos3002tb,"disco duro toshiba surveillance s300, 2tb sata 6.0gb/s, 5400rpm, 128mb cache, 3.5.[@",9,48.94,P,toshiba - storage,$45.00,R7786: Detalle de #PROMOCIONR7786
disco duro 3.5 sata,hdiwd102purp,"disco duro western digital wd purple pro 10tb, sata, 512mb cache, 7200 rpm, 3.5.[@@@",11,304.52,S,western digital,$245.00,R5844: Detalle de #PROMOCIONR5844
disco duro 3.5 sata,hdiwd43purz,"disco duro western digital wd purple, 4tb, sata 6.0 gb/s, 256mb cache, 5400 rpm, 3.5",15,84.32,P,western digital,$83.35,R5839: Detalle de #PROMOCIONR5839
disco duro 3.5 sata,hdiwd60efpx,"disco duro western digital red plus wd60efpx, 6tb, sata, 5400rpm, 3.5, cache 256mb[@",5,172.86,P,western digital,$144.50,R5840: Detalle de #PROMOCIONR5840
disco duro 3.5 sata,hdtowg51exzsta,"disco duro toshiba n300 nas, 14tb, sata 6.0gb/s, 7200rpm, 512mb cache, 3.5.[@@@]",2,245.72,P,toshiba - storage,,
disco duro 3.5 sata,hdtowg62cxzstb,hd toshiba n300 pro 22tb nas,1,402.5,S,toshiba - storage,,
disco duro 3.5 sata,hdtowg71axzsta,"disco duro toshiba nas n300, 10tb sata 6.0gb/s, 7200rpm, 512mb cache, 3.5.[@@@]",2,194.47,P,toshiba - storage,,
disco duro 3.5 sata,hdtowg740xzstc,"disco duro toshiba n300 nas, 4tb, sata 6.0gb/s, 7200rpm, 512mb cache, 3.5.[@@@]",1,89.95,P,toshiba - storage,,
disco duro 3.5 sata,hdtowg780xzstb,"disco duro toshiba nas n300 pro, 8tb sata 6.0gb/s, 7200rpm, 512mb cache, 3.5.[@@@]",1,199.49,S,toshiba - storage,,
disco duro 3.5 sata,hdtowt840uzsva,"disco duro toshiba surveillance s300, 4tb sata 6.0gb/s, 5400rpm, 256mb cache, 3.5.[@",3,76.88,P,toshiba - storage,,
disco duro 3.5 sata,hdtowta80uzsvar,"disco duro toshiba surveillance s300 pro, 8tb sata 6.0gb/s, 7200rpm, 512mb cache, 3.5",2,163.82,S,toshiba - storage,,
disco duro externo 2.5,hd1tbtohdtb410,"disco duro externo toshiba canvio basics, 1 tb, usb 3.0, 2.5, negro.[@@@]",20,45.33,D,toshiba - storage,,
disco duro externo 2.5,hde01twdbuzg1bk,"disco duro externo western digital elements portable, 1 tb, usb 3.0, negro.[@@@]",1,49.75,F,western digital,$46.00,R6065: Detalle de #PROMOCIONR6065
disco duro externo 2.5,hde2tbtohdtb420,"disco duro externo toshiba canvio basic, 2tb, usb3.0, 2.5, negro.[@@@]",20,60.2,D,toshiba - storage,,
disco duro externo 2.5,hdestgx1000400,external hard drive 1tb hdd,5,64.22,W,seagate,$46.30,R6676: Detalle de #PROMOCIONR6676
disco solido externo(ssd),ssd5sd1q42868,"disco duro sólido externo lenovo lp100 ssd portátil, 2tb, usb tipo-c 3.2 gen 1[@@@]",5,105.53,P,lenovo - storage,,
disco solido externo(ssd),ssdextwdbagf002,disco duro externo ssd western digital my passport 2tb.[@@@]compatible con usb 3.2 ge,4,155.78,W,western digital,,
disco solido externo(ssd),ssdexwdbagf0010,disco duro externo ssd western digital my passport 1tb.[@@@]compatible con usb 3.2 ge,1,101.0,W,western digital,,
disco solido externo(ssd),ssdhp1f5p6aa,"unidad de estado solido externo (ssd) portatil hpp500, 1tb, usb-c 3.2 gen 1, color az",1,74.37,Y,hp consumo storage,,
disco solido externo(ssd),ssdktxs10002tb,"unidad en estado sólido externa kingston xs1000, 2tb, usb 3.2 gen 2 tipo-c[@@@]veloci",3,97.38,I,kingston,,
disco solido externo(ssd),ssdktxs1000r1tb,"unidad en estado sólido externa kingston xs1000, 1tb, usb 3.2 gen 2 tipo-c, color roj",0,61.81,S,kingston,,
disco solido externo(ssd),ssdktxs1000r2tb,"unidad en estado sólido externa kingston xs1000, 2tb, usb 3.2 gen 2 tipo-c, color roj",7,99.14,S,kingston,,
disco solido externo(ssd),ssdktxs20001000,"unidad en estado sólido externa kingston xs2000, 1tb, usb 3.2 gen 2x2 tipo-c[@@@]velo",0,83.21,S,kingston,,
disco solido externo(ssd),ssdktxs20004000,"unidad en estado sólido externa kingston xs2000, 4tb, usb 3.2 gen 2x2 tipo-c[@@@]velo",1,253.26,S,kingston,,
disco solido externo(ssd),ssdle5sd1q27711,"disco duro sólido externo lenovo lp100 ssd portátil, 500gb, usb tipo-c 3.2 gen 1[@@@]",5,37.19,D,lenovo - storage,,
disco solido externo(ssd),ssdle5sd1q27712,"disco duro sólido externo lenovo lp100 ssd portátil, 1tb, usb tipo-c 3.2 gen 1[@@@]",5,60.8,D,lenovo - storage,,
disco solido externo(ssd),ssdle5sd1q27713,"disco duro sólido externo lenovo lp100 ssd portátil, 2tb, usb tipo-c 3.2 gen 1[@@@]",5,105.53,P,lenovo - storage,,
disco solido externo(ssd),ssdle5sd1q42865,"disco duro sólido externo lenovo lp100 ssd portátil, 2tb, usb tipo-c 3.2 gen 1[@@@]",5,105.53,P,lenovo - storage,,
disco solido externo(ssd),ssdle5sd1q42866,"disco duro sólido externo lenovo lp100 ssd portátil, 500gb, usb tipo-c 3.2 gen 1[@@@]",4,35.18,P,lenovo - storage,,
disco solido externo(ssd),ssdle5sd1q42867,"disco duro sólido externo lenovo lp100 ssd portátil, 1tb, usb tipo-c 3.2 gen 1[@@@]",4,60.8,P,lenovo - storage,,
disco solido externo(ssd),ssdle5sd1q42870,"disco duro sólido externo lenovo lp100 ssd portátil, 1tb, usb tipo-c 3.2 gen 1[@@@]",5,60.8,P,lenovo - storage,,
disco solido externo(ssd),ssdsde811t00g25,ssd externo extreme pro 1tb,2,185.93,W,sandisk,,
disco solido externo(ssd),ssdsde812t00g25,ssd externo extreme pro 2tb,2,290.45,W,sandisk,,
dvd-writer,mmasdrw24f1st,dvd rw sata asus 24xdrw-24f1st sin logo[@@@],20,16.98,D,asus,,"R6198: Combo (1) Asus RTX5070Ti OC TUF + (10) Opticos Asus, desde: $1308+"
dvd-writer sata,mmcrdvdgh24nsd1,"dvd supermulti lg gh24nsd1, 24x, interno, sata.[@@@]formatos soportados: dvd-r (sl/dl",20,11.96,W,lg electronics,,
energia r - est. portatil,erpsmaks500pro,estación de energía portátil expandible marstek saturn pro series s500pro[@@@]energiz,5,291.45,D,marstek,,
